Species	freq	node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	denominator
Enterococcus_C canintestini	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Enterococcus_I lemanii	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Enterococcus_F sp009933335	1	MFS_efflux_CHL	NA	NA	NA	NA	0	1	1	1
Enterococcus_C songbeiensis	1	aac(6')	NA	NA	NA	NA	0	1	1	1
Enterococcus_C sp017316025	1	aac(6')	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	aac(6')-Ie_fam	NA	NA	NA	NA	0	1	1	1
Enterococcus_B faecium;Phocaeicola vulgatus	1	aac(6')_Entco	NA	NA	NA	NA	0	1	1	1
Enterococcus_F sp009933335	1	abc-f	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	ant(6)	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	aph(3')	NA	NA	NA	NA	0	1	1	1
Enterococcus_F sp009933335	1	dfr_DGK	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	erm-23S_rRNA	NA	NA	NA	NA	0	1	1	1
Enterococcus_F sp009933335	1	erm-23S_rRNA	NA	NA	NA	NA	0	1	1	1
Enterococcus_F sp009933335	1	lnu_AE	NA	NA	NA	NA	0	1	1	1
Enterococcus_I lemanii	1	lnu_BFG	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	lsa	NA	NA	NA	NA	0	1	1	1
Bulleidia moorei;Enterococcus faecalis;Enterococcus_B faecium	1	lsa	NA	NA	NA	NA	0	1	1	1
Centipeda artemidis;Enterococcus faecalis;Enterococcus_B faecium;Faecalibacterium prausnitzii_D	1	lsa	NA	NA	NA	NA	0	1	1	1
Enterococcus_I lemanii	1	lsa	NA	NA	NA	NA	0	1	1	1
Enterococcus_B faecium;Phocaeicola vulgatus	1	msr	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Centipeda artemidis;Enterococcus faecalis;Enterococcus_B faecium;Faecalibacterium prausnitzii_D	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterococcus_A sp902706605	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterococcus_C canintestini	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterococcus_C songbeiensis	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterococcus_F sp009933335	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterococcus_I lemanii	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanA-all	NA	NA	NA	NA	0	1	1	1
Enterococcus caccae	1	vanC-all	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanH_group_A_Pt	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanR-ABDEGLN	NA	NA	NA	NA	0	1	1	1
Enterococcus caccae	1	vanR-ABDEGLN	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanS_ACDEFG	NA	NA	NA	NA	0	1	1	1
Enterococcus caccae	1	vanT_CELN	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanX	NA	NA	NA	NA	0	1	1	1
Enterococcus caccae	1	vanXY	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanY_AFMPt	NA	NA	NA	NA	0	1	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	vanZ	NA	NA	NA	NA	0	1	1	1
Escherichia coli	1.2076168167939416	MFS_efflux	NA	NA	NA	NA	0	380479	380479	315066
Escherichia coli	0.997140281718751	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	303195	10970	314165	315066
Escherichia coli	0.9642424127008308	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	303800	303800	315066
Escherichia coli	0.9235461776262752	RND-IM	NA	NA	NA	NA	0	290978	290978	315066
Escherichia coli	0.920416674601512	acrF	RND-IM	acrF	EFFLUX	EFFLUX	289992	0	289992	315066
Escherichia coli	0.8686719607955159	glpT	NA	glpT_E448K	FOSFOMYCIN	FOSFOMYCIN	273689	0	273689	315066
Escherichia coli_E	1	acrF	RND-IM	acrF	EFFLUX	EFFLUX	18	0	18	18
Escherichia coli_E	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	18	0	18	18
Escherichia coli_E	1	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	18	0	18	18
Escherichia coli_E	1	glpT	NA	glpT_E448K	FOSFOMYCIN	FOSFOMYCIN	18	0	18	18
Escherichia coli_E	1	parE	NA	parE_I355T	QUINOLONE	QUINOLONE	18	0	18	18
Escherichia coli_E	1	uhpT	NA	uhpT_E350Q	FOSFOMYCIN	FOSFOMYCIN	18	0	18	18
Escherichia coli_E	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	18	18	18
Escherichia coli_E	1	MFS_efflux	NA	NA	NA	NA	0	18	18	18
Escherichia coli_E	1	RND-IM	NA	NA	NA	NA	0	18	18	18
Escherichia coli;Escherichia ruysiae	2	MFS_efflux	NA	NA	NA	NA	0	4	4	2
Escherichia coli;Salmonella enterica	2	MFS_efflux	NA	NA	NA	NA	0	4	4	2
Escherichia coli;Salmonella enterica	2	RND-IM	NA	NA	NA	NA	0	4	4	2
Escherichia coli;Salmonella enterica	1	acrF	RND-IM	acrF	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Escherichia ruysiae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Salmonella enterica	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Salmonella enterica	1	mdsA	RND-peri	mdsA	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Salmonella enterica	1	mdsB	RND-IM	mdsB	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Escherichia ruysiae	1	mdtM	MFS_efflux	mdtM	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Salmonella enterica	1	mdtM	MFS_efflux	mdtM	EFFLUX	EFFLUX	2	0	2	2
Escherichia coli;Salmonella enterica	1	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Escherichia coli;Salmonella enterica	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	2	2	2
Campylobacter_D coli;Escherichia coli	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Escherichia coli;Klebsiella pneumoniae	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Escherichia coli;Salmonella enterica	1	RND-peri	NA	NA	NA	NA	0	2	2	2
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	2	sul	NA	NA	NA	NA	0	2	2	1
Escherichia coli;Salmonella enterica	1	tet_A_B_C_D	NA	NA	NA	NA	0	2	2	2
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aac(3)-IId	aac(3)-II	aac(3)-IId	AMINOGLYCOSIDE	GENTAMICIN	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aadA5	aadA_4_5	aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Acidaminococcus intestini;Escherichia coli	1	acrF	RND-IM	acrF	EFFLUX	EFFLUX	1	0	1	1
Campylobacter_D coli;Escherichia coli	1	acrF	RND-IM	acrF	EFFLUX	EFFLUX	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	acrF	RND-IM	acrF	EFFLUX	EFFLUX	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aph(6)-Id	aph(6)-I	aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	dfrA1	dfrA	dfrA1	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	dfrA17	dfrA	dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Acidaminococcus intestini;Escherichia coli	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Campylobacter_D coli;Escherichia coli	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	kdeA	MFS_efflux	kdeA	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Salmonella bongori	1	mdsB	RND-IM	mdsB	EFFLUX	EFFLUX	1	0	1	1
Campylobacter_D coli;Escherichia coli	1	mdtM	MFS_efflux	mdtM	EFFLUX	EFFLUX	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	mdtM	MFS_efflux	mdtM	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Lawsonibacter sp000177015;Streptococcus sp000187745	1	tet(W)	tet(M-W-O-S)	tet(W)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	tet(D)	tet_A_B_C_D	tet(D)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Acidaminococcus intestini;Escherichia coli	1	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Campylobacter_D coli;Escherichia coli	1	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	blaEC	CMY2-MIR-ACT-EC	blaEC	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	mph(A)	mph_gen	mph(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aph(3'')-Ib	aph(3'')	aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	1	0	1	1
Escherichia coli;Salmonella bongori	1	fosA7_fam	fosA_gen	fosA7	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	fosA5_fam	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	blaKPC-3	blaKPC	blaKPC-3	BETA-LACTAM	CARBAPENEM	1	0	1	1
Campylobacter_D coli;Escherichia coli	1	blaOXA-193	blaOXA-61_fam	blaOXA-193	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	blaSHV-1	blaSHV	blaSHV-1	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxA11	oqxA	oqxA11	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxB19	oqxB	oqxB19	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	rmtB3	rmtB	rmtB3	AMINOGLYCOSIDE	AMINOGLYCOSIDE	1	0	1	1
Acidaminococcus intestini;Escherichia coli	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	1	1	1
Campylobacter_D coli;Escherichia coli	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	CMY2-MIR-ACT-EC	NA	NA	NA	NA	0	1	1	1
Acidaminococcus intestini;Escherichia coli	1	MFS_efflux	NA	NA	NA	NA	0	1	1	1
Acidaminococcus intestini;Escherichia coli	1	RND-IM	NA	NA	NA	NA	0	1	1	1
Campylobacter_D coli;Escherichia coli	1	RND-IM	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	RND-IM	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Salmonella bongori	1	RND-IM	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aac(3)-II	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aadA_4_5	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	ant(3'')-Ia	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aph(3'')	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	aph(6)-I	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	blaKPC	NA	NA	NA	NA	0	1	1	1
Campylobacter_D coli;Escherichia coli	1	blaOXA-61_fam	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	blaSHV	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	dfrA	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	dfrA	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	erm-23S_rRNA	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	fosA_gen	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Salmonella bongori	1	fosA_gen	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	mph_gen	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxA	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxB	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	rmtB	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	sul	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Lawsonibacter sp000177015;Streptococcus sp000187745	1	tet(M-W-O-S)	NA	NA	NA	NA	0	1	1	1
Enterobacter sichuanensis;Escherichia coli;Pluralibacter gergoviae	1	tet_A_B_C_D	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	tet_A_B_C_D	NA	NA	NA	NA	0	1	1	1
Haemophilus influenzae	0.998531571218796	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	6800	0	6800	6810
Haemophilus influenzae	0.998531571218796	MATE_efflux	NA	NA	NA	NA	0	6800	6800	6810
Haemophilus influenzae_E	0.999447818884594	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	1810	0	1810	1811
Haemophilus influenzae_E	0.999447818884594	MATE_efflux	NA	NA	NA	NA	0	1810	1810	1811
Haemophilus influenzae_D	1	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	1405	0	1405	1405
Haemophilus influenzae_D	1	MATE_efflux	NA	NA	NA	NA	0	1405	1405	1405
Haemophilus influenzae_G	0.9989701338825951	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	970	0	970	971
Haemophilus influenzae_G	0.9989701338825951	MATE_efflux	NA	NA	NA	NA	0	970	970	971
Haemophilus influenzae;Haemophilus influenzae_G	1	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	2	0	2	2
Haemophilus influenzae;Haemophilus influenzae_G	1	MATE_efflux	NA	NA	NA	NA	0	2	2	2
Haemophilus aegyptius;Haemophilus influenzae_G	1	hmrM	MATE_efflux	hmrM	EFFLUX	EFFLUX	1	0	1	1
Haemophilus aegyptius;Haemophilus influenzae_G	1	MATE_efflux	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae	0.9987210259824448	MFS_efflux	NA	NA	NA	NA	0	57004	57004	57077
Klebsiella pneumoniae	0.9971091683164848	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	56912	0	56912	57077
Klebsiella pneumoniae	0.9966361231319096	fosA5_fam	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	54229	2656	56885	57077
Klebsiella pneumoniae	0.99073181842073	fosA_gen	NA	NA	NA	NA	0	56548	56548	57077
Klebsiella pneumoniae	0.988664435762216	blaSHV	blaSHV-LEN	blaSHV	BETA-LACTAM	BETA-LACTAM	5588	50842	56430	57077
Klebsiella pneumoniae	0.94735182297598	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	49298	4774	54072	57077
Klebsiella pneumoniae	0.9461254095344884	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	29615	24387	54002	57077
Klebsiella pneumoniae	0.8799516442700211	sul	NA	NA	NA	NA	0	50225	50225	57077
Klebsiella pneumoniae	0.8639381887625488	RND-peri	NA	NA	NA	NA	0	49311	49311	57077
Enterobacter asburiae_B;Klebsiella pneumoniae	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Enterobacter ludwigii;Klebsiella pneumoniae	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Escherichia coli;Klebsiella pneumoniae	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Klebsiella pneumoniae;Kluyvera georgiana	2	MFS_efflux	NA	NA	NA	NA	0	2	2	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aac(3)-IVa	aac(3)_IV_fam	aac(3)-IVa	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	dfrA1	dfrA	dfrA1	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	emrD	MFS_efflux	emrD	EFFLUX	EFFLUX	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	kdeA	MFS_efflux	kdeA	EFFLUX	EFFLUX	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	kdeA	MFS_efflux	kdeA	EFFLUX	EFFLUX	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	kdeA	MFS_efflux	kdeA	EFFLUX	EFFLUX	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	kdeA	MFS_efflux	kdeA	EFFLUX	EFFLUX	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	floR	cmlA_floR	floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	oqxA	RND-peri	oqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aph(4)-Ia	aph(4)-I	aph(4)-Ia	AMINOGLYCOSIDE	HYGROMYCIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	tet(D)	tet_A_B_C_D	tet(D)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	dfrA12	dfrA12_A21	dfrA12	TRIMETHOPRIM	TRIMETHOPRIM	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	oqxB	RND-IM	oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	bleO	sequest	bleO	BLEOMYCIN	BLEOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	tet(A)	tet_A_B_C_D	tet(A)	TETRACYCLINE	TETRACYCLINE	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	fosA5_fam	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	fosA5_fam	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	fosA5_fam	fosA_gen	fosA	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	blaCTX-M-185	blaCTX-M	blaCTX-M-185	BETA-LACTAM	CEPHALOSPORIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	blaSHV-1	blaSHV	blaSHV-1	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	blaSHV-11	blaSHV	blaSHV-11	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	blaSHV-195	blaSHV	blaSHV-195	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	blaSHV-75	blaSHV	blaSHV-75	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	blaTEM-135	blaTEM	blaTEM-135	BETA-LACTAM	BETA-LACTAM	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	fosA10	fosA5_fam	fosA10	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	fosA4	fos_A3_A4	fosA4	FOSFOMYCIN	FOSFOMYCIN	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	mcr-1.1	mcr-1	mcr-1.1	COLISTIN	COLISTIN	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxA11	oqxA	oqxA11	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	oqxB14	oqxB	oqxB14	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	oqxB14	oqxB	oqxB14	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Escherichia coli;Klebsiella pneumoniae	1	oqxB19	oqxB	oqxB19	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	1	0	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	RND-IM	NA	NA	NA	NA	0	1	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	RND-peri	NA	NA	NA	NA	0	1	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	RND-peri	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	RND-peri	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aac(3)_IV_fam	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	ant(3'')-Ia	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	ant(3'')-Ia	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aph(3')-I	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	aph(4)-I	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	blaCTX-M	NA	NA	NA	NA	0	1	1	1
Enterobacter asburiae_B;Klebsiella pneumoniae	1	blaSHV	NA	NA	NA	NA	0	1	1	1
Enterobacter ludwigii;Klebsiella pneumoniae	1	blaSHV	NA	NA	NA	NA	0	1	1	1
Escherichia coli;Klebsiella pneumoniae	1	blaSHV	NA	NA	NA	NA	0	1	1	1
Klebsiella pneumoniae;Kluyvera georgiana	1	blaSHV	NA	NA	NA	NA	0	1	1	1
