#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN07291580	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458727.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:43Z
SAMN07291579	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458728.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:43Z
SAMN07291572	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458729.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:43Z
SAMN07291573	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458730.1	doxycycline	susceptible	==	4.0					CLSI	2019-02-04T12:00:43Z
SAMN07291578	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458731.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:43Z
SAMN07291577	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458732.2	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:43Z
SAMN07291571	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458733.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:44Z
SAMN07291584	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458734.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:44Z
SAMN07291576	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458735.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:44Z
SAMN07291575	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458736.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:44Z
SAMN07291582	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000458737.1	doxycycline	susceptible	<=	1.0					CLSI	2019-02-04T12:00:44Z
SAMN11585614	Staphylococcus aureus	Staphylococcus aureus	clinical	Russia: Moscow	Skin lesions	PDT000516831.3	chloramphenicol	susceptible	<=	8.0		Phoenix	Becton Dickinson		EUCAST	2019-05-24T11:09:31Z
SAMN11585836	Staphylococcus aureus	Staphylococcus aureus	clinical	Russia: Moscow	blood	PDT000516833.3	chloramphenicol	susceptible	<=	8.0		Phoenix	Becton Dickinson		EUCAST	2019-05-24T11:09:42Z
SAMN11587785	Staphylococcus aureus	Staphylococcus aureus	clinical	Russia: Moscow	blood	PDT000516834.3	chloramphenicol	susceptible	<=	8.0		Phoenix	Becton Dickinson		EUCAST	2019-05-24T11:10:07Z
SAMN12476135	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit	Tricuspid valve, anterior leaflet	PDT000567728.2	linezolid	susceptible	==	1.0		Vitek			CLSI	2019-08-11T07:56:06Z
SAMN12476193	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit	Tricuspid valve, septal leaflet	PDT000567729.2	gentamicin	susceptible	<=	2.0		Vitek			CLSI	2019-08-11T07:56:11Z
SAMN13412179	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640642.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:09Z
SAMN13412178	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640643.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:09Z
SAMN13412177	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640644.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:10Z
SAMN13412176	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640645.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:10Z
SAMN13412175	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640646.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:10Z
SAMN13412174	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640647.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:10Z
SAMN13412173	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640648.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:11Z
SAMN13412199	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640649.1	doxycycline	intermediate	==	8.0					CLSI	2019-12-08T00:27:11Z
SAMN13412198	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640650.1	doxycycline	susceptible	==	4.0					CLSI	2019-12-08T00:27:11Z
SAMN13412197	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640651.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:11Z
SAMN13412196	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640652.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:12Z
SAMN13412195	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640653.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:12Z
SAMN13412194	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640654.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:12Z
SAMN13412193	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640655.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:12Z
SAMN13412192	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640656.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:13Z
SAMN13412191	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640657.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:13Z
SAMN13412190	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640658.1	doxycycline	susceptible	==	2.0					CLSI	2019-12-08T00:27:13Z
SAMN13412172	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640659.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:13Z
SAMN13412189	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640660.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:14Z
SAMN13412188	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640661.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:14Z
SAMN13412187	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640662.1	doxycycline	susceptible	==	2.0					CLSI	2019-12-08T00:27:14Z
SAMN13412186	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640663.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:14Z
SAMN13412185	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640664.1	doxycycline	susceptible	==	2.0					CLSI	2019-12-08T00:27:15Z
SAMN13412184	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640665.1	doxycycline	susceptible	==	4.0					CLSI	2019-12-08T00:27:15Z
SAMN13412183	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640666.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:15Z
SAMN13412182	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640667.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:15Z
SAMN13412181	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640668.1	doxycycline	susceptible	==	4.0					CLSI	2019-12-08T00:27:16Z
SAMN13412180	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640669.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:16Z
SAMN13412171	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640670.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:16Z
SAMN13412170	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000640671.1	doxycycline	susceptible	<=	1.0					CLSI	2019-12-08T00:27:16Z
SAMN11953839	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923004.1	delafloxacin	resistant	==	1.0					CLSI	2020-12-24T23:17:44Z
SAMN11953840	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923005.1	delafloxacin	resistant	==	4.0					CLSI	2020-12-24T23:17:44Z
SAMN11953841	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923007.1	delafloxacin	resistant	==	4.0					CLSI	2020-12-24T23:17:45Z
SAMN11953832	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923022.1	delafloxacin	susceptible	==	0.015					CLSI	2020-12-24T23:17:49Z
SAMN11953833	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923023.1	delafloxacin	susceptible	==	0.12					CLSI	2020-12-24T23:17:49Z
SAMN11953834	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923024.1	delafloxacin	susceptible	==	0.25					CLSI	2020-12-24T23:17:49Z
SAMN11953835	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923025.1	delafloxacin	susceptible	==	0.12					CLSI	2020-12-24T23:17:49Z
SAMN11953842	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923026.1	delafloxacin	resistant	==	2.0					CLSI	2020-12-24T23:17:50Z
SAMN11953843	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923027.1	delafloxacin	resistant	==	4.0					CLSI	2020-12-24T23:17:50Z
SAMN11953844	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923028.1	delafloxacin	resistant	==	4.0					CLSI	2020-12-24T23:17:50Z
SAMN11953845	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923029.1	delafloxacin	resistant	==	8.0					CLSI	2020-12-24T23:17:50Z
SAMN11953846	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923030.1	delafloxacin	resistant	==	8.0					CLSI	2020-12-24T23:17:51Z
SAMN11953831	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923052.1	delafloxacin	susceptible	==	0.008					CLSI	2020-12-24T23:17:56Z
SAMN11953836	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923053.1	delafloxacin	susceptible	==	0.008					CLSI	2020-12-24T23:17:57Z
SAMN11953837	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923054.1	delafloxacin	susceptible	==	0.12					CLSI	2020-12-24T23:17:57Z
SAMN11953838	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923055.1	delafloxacin	resistant	==	8.0					CLSI	2020-12-24T23:17:57Z
SAMN11953860	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923060.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:17:58Z
SAMN11953859	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923061.1	doxycycline	resistant	==	2.0					CLSI	2020-12-24T23:17:59Z
SAMN11953858	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923062.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:17:59Z
SAMN11953857	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923063.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:17:59Z
SAMN11953856	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923064.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:17:59Z
SAMN11953855	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923065.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:00Z
SAMN11953854	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923066.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:00Z
SAMN11953875	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923067.1	doxycycline	intermediate	==	8.0					CLSI	2020-12-24T23:18:00Z
SAMN11953874	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923068.1	doxycycline	susceptible	<=	1.0					CLSI	2020-12-24T23:18:00Z
SAMN11953873	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923069.1	doxycycline	susceptible	<=	1.0					CLSI	2020-12-24T23:18:01Z
SAMN11953872	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923070.1	doxycycline	resistant	==	16.0					CLSI	2020-12-24T23:18:01Z
SAMN11953871	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923071.1	doxycycline	susceptible	<=	1.0					CLSI	2020-12-24T23:18:01Z
SAMN11953853	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923072.1	doxycycline	resistant	==	8.0					CLSI	2020-12-24T23:18:02Z
SAMN11953870	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923073.1	doxycycline	susceptible	==	2.0					CLSI	2020-12-24T23:18:02Z
SAMN11953869	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923074.1	doxycycline	resistant	==	2.0					CLSI	2020-12-24T23:18:02Z
SAMN11953868	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923075.2	doxycycline	resistant	<=	1.0					CLSI	2022-05-02T13:47:03Z
SAMN11953867	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923076.1	doxycycline	resistant	==	2.0					CLSI	2020-12-24T23:18:03Z
SAMN11953866	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923077.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:03Z
SAMN11953865	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923078.1	doxycycline	resistant	==	4.0					CLSI	2020-12-24T23:18:03Z
SAMN11953864	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923079.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:03Z
SAMN11953863	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923080.1	doxycycline	resistant	==	4.0					CLSI	2020-12-24T23:18:04Z
SAMN11953862	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923081.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:04Z
SAMN11953861	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923082.1	doxycycline	resistant	<=	1.0					CLSI	2020-12-24T23:18:04Z
SAMN11953852	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923083.1	doxycycline	resistant	==	8.0					CLSI	2020-12-24T23:18:04Z
SAMN11953851	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923084.1	doxycycline	resistant	==	8.0					CLSI	2020-12-24T23:18:05Z
SAMN11953994	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923147.1	daptomycin	susceptible	==	1.0					CLSI	2020-12-24T23:18:21Z
SAMN11953993	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923148.1	daptomycin	nonsusceptible	==	2.0					CLSI	2020-12-24T23:18:21Z
SAMN11954002	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923164.1	daptomycin	susceptible	==	1.0					CLSI	2020-12-24T23:18:26Z
SAMN11954001	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923165.1	daptomycin	susceptible	<=	0.5					CLSI	2020-12-24T23:18:26Z
SAMN11954000	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923166.1	daptomycin	susceptible	<=	0.5					CLSI	2020-12-24T23:18:26Z
SAMN11953999	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923167.1	daptomycin	susceptible	<=	0.5					CLSI	2020-12-24T23:18:27Z
SAMN11953998	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923168.1	daptomycin	susceptible	<=	0.5					CLSI	2020-12-24T23:18:27Z
SAMN11953997	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923169.1	daptomycin	susceptible	==	1.0					CLSI	2020-12-24T23:18:27Z
SAMN11953996	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923170.1	daptomycin	nonsusceptible	==	4.0					CLSI	2020-12-24T23:18:27Z
SAMN11953995	Staphylococcus aureus	Staphylococcus aureus	clinical			PDT000923171.1	daptomycin	susceptible	<=	0.5					CLSI	2020-12-24T23:18:28Z
SAMN20982456	Staphylococcus aureus	Staphylococcus aureus	clinical	Kazakhstan: Almaty	Swab from ear	PDT001128123.1	carbenicillin	susceptible	==		20.0	Scan 500	Interscience	Disk difussion method in Mueller-Hinton Agar	CLSI	2021-09-09T07:56:14Z
SAMN20982455	Staphylococcus aureus	Staphylococcus aureus	clinical	Kazakhstan: Almaty	Swab from Wound	PDT001128124.1	carbenicillin	susceptible	==		24.0	Scan 500	Interscience	Disk difussion method in Mueller-Hinton Agar	CLSI	2021-09-09T07:57:07Z
SAMN25894905	Staphylococcus aureus	Staphylococcus aureus	clinical	Russia: Kazan	breast milk	PDT001262777.1	trimethoprim	resistant	>	0.5		Vitek	Biomérieux		EUCAST	2022-03-08T23:04:15Z
SAMN26198729	Staphylococcus aureus	Staphylococcus aureus	environmental/other	USA:KS	TILAPIA (TI)	PDT001276579.1	daptomycin	susceptible	==	0.5		Sensititre	Trek	96-Well Plate	CLSI	2022-03-30T10:53:51Z
SAMN26198723	Staphylococcus aureus	Staphylococcus aureus	environmental/other	USA:KS	SHRIMP (SH)	PDT001276580.1	daptomycin	resistant	==	2.0		Sensititre	Trek	96-Well Plate	CLSI	2022-03-30T10:53:52Z
SAMN26198721	Staphylococcus aureus	Staphylococcus aureus	environmental/other	USA:KS	SALMON (SA)	PDT001276581.1	daptomycin	susceptible	==	1.0		Sensititre	Trek	96-Well Plate	CLSI	2022-03-30T10:53:52Z
SAMN29334804	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343030.1	gentamicin	susceptible	<=	0.5		Vitek	Biomérieux		CLSI	2022-06-24T22:38:47Z
SAMN29334803	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001343031.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:47Z
SAMN29334802	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343032.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:48Z
SAMN29334801	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343033.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:48Z
SAMN29334800	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343034.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:48Z
SAMN29334799	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343035.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:48Z
SAMN29334798	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343036.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:49Z
SAMN29334797	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343037.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:49Z
SAMN29334809	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343038.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:49Z
SAMN29334808	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343039.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334807	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343040.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334806	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343041.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334805	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	swab	PDT001343042.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:50Z
SAMN29334796	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001343043.1	erythromycin	resistant	>=	8.0		Vitek	Biomérieux		CLSI	2022-06-24T22:38:51Z
SAMN29334795	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001343044.1	erythromycin	susceptible	<=	0.25		Vitek	Biomérieux		CLSI	2022-06-24T22:38:51Z
SAMN30333622	Staphylococcus aureus	Staphylococcus aureus	clinical	Kazakhstan: Almaty	ear discharge	PDT001398906.1	carbenicillin	intermediate	==		20.0	Scan 500	Interscience	Disk difussion method in Mueller-Hinton Agar	CLSI	2022-08-24T09:56:18Z
SAMN31137418	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	blood	PDT001440580.2	erythromycin	susceptible	==	24.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-07T00:17:12Z
SAMN31137375	Staphylococcus aureus	Staphylococcus aureus	clinical	USA:Boston	Nasal-perirectal swab	PDT001440624.2	gentamicin	susceptible	==	20.0		Vitek	Biomérieux	96-Well Plate	CLSI	2024-02-19T12:04:17Z
SAMN15016684	Staphylococcus aureus	Staphylococcus aureus	clinical	USA: Detroit, MI	blood	PDT001508690.1	linezolid	susceptible	<=	1.0		Phoenix	Becton Dickinson		CLSI	2022-12-02T10:48:49Z
SAMN25296017	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	swab	PDT001516116.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:24Z
SAMN25295698	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516117.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:24Z
SAMN25295697	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516118.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:24Z
SAMN25295696	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516119.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:24Z
SAMN25295695	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516120.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:25Z
SAMN25295694	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516121.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:25Z
SAMN25295640	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516122.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:25Z
SAMN25295692	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516124.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:25Z
SAMN25295691	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516125.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:26Z
SAMN25295690	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516126.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:26Z
SAMN25295689	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516127.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:26Z
SAMN25295688	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516128.1	fusidic acid	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:26Z
