Gene symbol	Class	Subclass	Species	Element type	n	nspp	freq
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	2	457	0.00437636761487965
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	AMR	21	407	0.051597051597051594
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_P	AMR	2	9	0.2222222222222222
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	AMR	9	127	0.07086614173228346
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	355	6055	0.058629232039636665
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	17	759	0.022397891963109356
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	6	509	0.011787819253438114
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	AMR	4	61	0.06557377049180328
blaKPC-3	BETA-LACTAM	CARBAPENEM	Enterobacter soli	AMR	1	23	0.043478260869565216
blaKPC-4	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	4	457	0.0087527352297593
blaKPC-4	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	89	6055	0.014698596201486376
blaKPC-4	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
blaKPC-40	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaKPC-5	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaKPC-6	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	9	6055	0.001486374896779521
blaLAP	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	16	6055	0.002642444260941371
blaLAP-1	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaLAP-1	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	2	457	0.00437636761487965
blaLAP-1	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	9	457	0.019693654266958426
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	2	407	0.004914004914004914
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	AMR	2	127	0.015748031496062992
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	240	6055	0.03963666391412056
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
blaLAP-2	BETA-LACTAM	BETA-LACTAM	Enterobacter sichuanensis	AMR	1	61	0.01639344262295082
blaMIR	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	143	509	0.28094302554027506
blaMIR-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	12	509	0.023575638506876228
blaMIR-11	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	20	509	0.03929273084479371
blaMIR-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
blaMIR-13	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
blaMIR-14	BETA-LACTAM	CEPHALOSPORIN	Enterobacter vonholyi	AMR	3	18	0.16666666666666666
blaMIR-15	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	16	509	0.03143418467583497
blaMIR-16	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	36	509	0.07072691552062868
blaMIR-17	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
blaMIR-18	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
blaMIR-19	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
blaMIR-20	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	33	509	0.06483300589390963
blaMIR-21	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	6	509	0.011787819253438114
blaMIR-22	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	17	509	0.03339882121807466
blaMIR-23	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	7	509	0.0137524557956778
blaMIR-24	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	7	509	0.0137524557956778
blaMIR-25	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	20	509	0.03929273084479371
blaMIR-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaMIR-3	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	94	509	0.18467583497053044
blaMIR-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	25	509	0.04911591355599214
blaMIR-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	10	509	0.019646365422396856
blaMIR-9	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	19	509	0.03732809430255403
blaNDM	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	11	6055	0.0018166804293971925
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	AMR	3	76	0.039473684210526314
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	61	457	0.13347921225382933
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	AMR	6	39	0.15384615384615385
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	AMR	5	407	0.012285012285012284
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	AMR	20	127	0.15748031496062992
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	726	6055	0.1199009083402147
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	28	759	0.03689064558629776
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter mori	AMR	2	44	0.045454545454545456
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	15	509	0.029469548133595286
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	AMR	3	61	0.04918032786885246
blaNDM-1	BETA-LACTAM	CARBAPENEM	Enterobacter soli	AMR	2	23	0.08695652173913043
blaNDM-4	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	13	6055	0.0021469859620148637
blaNDM-4	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
blaNDM-4	BETA-LACTAM	CARBAPENEM	Enterobacter soli	AMR	1	23	0.043478260869565216
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	4	457	0.0087527352297593
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	76	6055	0.012551610239471512
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	2	759	0.002635046113306983
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	2	509	0.003929273084479371
blaNDM-5	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	AMR	3	61	0.04918032786885246
blaNDM-7	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	2	457	0.00437636761487965
blaNDM-7	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	AMR	4	127	0.031496062992125984
blaNDM-7	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	105	6055	0.017341040462427744
blaNDM-7	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
blaNDM-7	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	AMR	1	61	0.01639344262295082
blaNDM-9	BETA-LACTAM	CARBAPENEM/TANIBORBACTAM	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
blaNMC-A	BETA-LACTAM	CARBAPENEM	Enterobacter asburiae_B	AMR	3	228	0.013157894736842105
blaNMC-A	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	4	759	0.005270092226613966
blaNMC-A	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	AMR	18	223	0.08071748878923767
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	AMR	2	230	0.008695652173913044
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	5	457	0.010940919037199124
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	48	407	0.11793611793611794
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	AMR	11	127	0.08661417322834646
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	266	6055	0.04393063583815029
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	AMR	184	759	0.24242424242424243
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	AMR	10	223	0.04484304932735426
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter mori	AMR	1	44	0.022727272727272728
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	6	509	0.011787819253438114
blaOXA	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	AMR	21	228	0.09210526315789473
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_E	AMR	3	4	0.75
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	AMR	26	230	0.11304347826086956
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	AMR	39	76	0.5131578947368421
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	AMR	104	457	0.2275711159737418
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	AMR	15	39	0.38461538461538464
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	111	407	0.2727272727272727
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_Q	AMR	1	1	1
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	AMR	34	127	0.2677165354330709
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	1717	6055	0.28356729975227085
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	160	759	0.21080368906455862
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	AMR	2	44	0.045454545454545456
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter quasihormaechei	AMR	5	23	0.21739130434782608
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	26	509	0.05108055009823183
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	AMR	8	61	0.13114754098360656
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	AMR	1	23	0.043478260869565216
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter_A timonensis	AMR	2	3	0.6666666666666666
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae	AMR	3	53	0.05660377358490566
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	AMR	1	457	0.002188183807439825
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	6	407	0.014742014742014743
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	73	6055	0.012056151940545004
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	AMR	2	44	0.045454545454545456
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	AMR	1	61	0.01639344262295082
blaOXA-10	BETA-LACTAM	CEPHALOSPORIN	Enterobacter soli	AMR	1	23	0.043478260869565216
blaOXA-101	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaOXA-101	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	4	509	0.007858546168958742
blaOXA-129	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	28	6055	0.004624277456647399
blaOXA-17	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
blaOXA-17	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
blaOXA-17	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
blaOXA-181	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	1	457	0.002188183807439825
blaOXA-181	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	18	6055	0.002972749793559042
blaOXA-181	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	1	759	0.0013175230566534915
blaOXA-181	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
blaOXA-181	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	AMR	4	228	0.017543859649122806
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_D	AMR	1	15	0.06666666666666667
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	3	407	0.007371007371007371
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_P	AMR	6	9	0.6666666666666666
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	AMR	4	127	0.031496062992125984
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	36	6055	0.005945499587118084
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	AMR	5	759	0.006587615283267457
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	8	509	0.015717092337917484
blaOXA-2	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
blaOXA-204	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaOXA-21	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaOXA-21	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
blaOXA-370	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaOXA-4	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae	AMR	7	457	0.015317286652078774
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter cloacae_M	AMR	5	407	0.012285012285012284
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei	AMR	17	127	0.13385826771653545
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter hormaechei_A	AMR	373	6055	0.06160198183319571
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter kobei	AMR	2	759	0.002635046113306983
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter roggenkampii	AMR	10	509	0.019646365422396856
blaOXA-48	BETA-LACTAM	CARBAPENEM	Enterobacter sichuanensis	AMR	5	61	0.08196721311475409
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	AMR	4	228	0.017543859649122806
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	2	76	0.02631578947368421
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	5	457	0.010940919037199124
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	9	407	0.022113022113022112
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_P	AMR	2	9	0.2222222222222222
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	AMR	2	127	0.015748031496062992
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	296	6055	0.04888521882741536
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	9	509	0.01768172888015717
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter soli	AMR	1	23	0.043478260869565216
blaOXA-9	BETA-LACTAM	BETA-LACTAM	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
blaOXA-932	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaPER-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaSCO	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
blaSCO-1	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	13	6055	0.0021469859620148637
blaSED	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	11	6055	0.0018166804293971925
blaSFO-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
blaSFO-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	18	6055	0.002972749793559042
blaSFO-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
blaSFO-1	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	1	457	0.002188183807439825
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	4	407	0.009828009828009828
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	11	6055	0.0018166804293971925
blaSHV	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	AMR	3	759	0.003952569169960474
blaSHV-1	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	1	457	0.002188183807439825
blaSHV-11	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	AMR	14	228	0.06140350877192982
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	AMR	10	230	0.043478260869565216
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	AMR	6	76	0.07894736842105263
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae	AMR	26	457	0.05689277899343545
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	AMR	6	39	0.15384615384615385
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	54	407	0.13267813267813267
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	AMR	28	127	0.2204724409448819
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	938	6055	0.15491329479768787
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	53	759	0.06982872200263504
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter mori	AMR	1	44	0.022727272727272728
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	13	509	0.025540275049115914
blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	AMR	3	61	0.04918032786885246
blaSHV-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter bugandensis	AMR	1	230	0.004347826086956522
blaSHV-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	1	407	0.002457002457002457
blaSHV-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
blaSHV-2	BETA-LACTAM	CEPHALOSPORIN	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
blaSHV-2A	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	AMR	2	228	0.008771929824561403
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_P	AMR	6	9	0.6666666666666666
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	13	6055	0.0021469859620148637
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	3	759	0.003952569169960474
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sp013927005	AMR	2	11	0.18181818181818182
blaSHV-31	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	10	407	0.02457002457002457
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	AMR	2	127	0.015748031496062992
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	9	6055	0.001486374896779521
blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	3	759	0.003952569169960474
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter asburiae_B	AMR	1	228	0.0043859649122807015
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter chengduensis	AMR	1	76	0.013157894736842105
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter cloacae_M	AMR	2	407	0.004914004914004914
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter hormaechei_A	AMR	27	6055	0.004459124690338563
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter kobei	AMR	1	759	0.0013175230566534915
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter ludwigii	AMR	1	223	0.004484304932735426
blaSHV-7	BETA-LACTAM	CEPHALOSPORIN	Enterobacter sichuanensis	AMR	4	61	0.06557377049180328
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae	AMR	3	53	0.05660377358490566
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter asburiae_B	AMR	6	228	0.02631578947368421
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter bugandensis	AMR	5	230	0.021739130434782608
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cancerogenus	AMR	1	17	0.058823529411764705
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae	AMR	18	457	0.03938730853391685
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_I	AMR	8	39	0.20512820512820512
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter cloacae_M	AMR	16	407	0.03931203931203931
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter hormaechei_A	AMR	288	6055	0.04756399669694467
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter kobei	AMR	66	759	0.08695652173913043
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter mori	AMR	3	44	0.06818181818181818
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter roggenkampii	AMR	19	509	0.03732809430255403
blaTEM	BETA-LACTAM	BETA-LACTAM	Enterobacter sichuanensis	AMR	2	61	0.03278688524590164
