ERS	Isolate	ERR	BioSample	BioProject	Sequecning Status	Year	CTZ	CTX	AMP	AMX	AMC	TZP	CXM	CET	GEN	TBM	TMP	CIP
ERS357428	11658_5#69	ERR434807	SAMEA2204917	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			R
ERS357429	11791_7#49	ERR439711	SAMEA2204918	PRJEB4681	Previously sequenced	2004	S	S		R	R	R	S		R			R
ERS357430	11658_8#63	ERR435066	SAMEA2204919	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357431	11658_4#46	ERR434688	SAMEA2204920	PRJEB4681	Previously sequenced	2004	S	S		R	R	R	S		S			R
ERS357432	11657_7#40	ERR434490	SAMEA2204921	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS357433	11791_7#50	ERR439712	SAMEA2204922	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	R		S			R
ERS357434	11679_6#37	ERR435328	SAMEA2204923	PRJEB4681	Previously sequenced	2004	S	S		R	R	I	S		S			S
ERS357435	11658_7#56	ERR434986	SAMEA2204924	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357436	11679_8#42	ERR435525	SAMEA2204925	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357437	11658_5#70	ERR434808	SAMEA2204926	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS357438	11791_7#51	ERR439713	SAMEA2204927	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357439	11658_5#71	ERR434809	SAMEA2204928	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS357440	11791_3#36	ERR439568	SAMEA2204929	PRJEB4681	Previously sequenced	2004	S	S		S	S	R	S		S			S
ERS357441	11658_8#64	ERR435067	SAMEA2204930	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		R			R
ERS357442	11658_6#66	ERR434900	SAMEA2204931	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357443	11658_5#72	ERR434810	SAMEA2204932	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS357444	11658_8#65	ERR435068	SAMEA2204933	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357445	11658_7#57	ERR434987	SAMEA2204934	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357446	11658_7#58	ERR434988	SAMEA2204935	PRJEB4681	Previously sequenced	2004	S	S		R	R	R	R		S			S
ERS357447	11657_6#42	ERR434396	SAMEA2204936	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357448	11679_8#43	ERR435526	SAMEA2204937	PRJEB4681	Previously sequenced	2004	S	S		R	S	I	S		S			S
ERS357449	11791_3#37	ERR439569	SAMEA2204938	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357450	11791_7#52	ERR439714	SAMEA2204939	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			R
ERS357451	11658_6#67	ERR434901	SAMEA2204940	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357452	11658_5#73	ERR434811	SAMEA2204941	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357453	11658_6#68	ERR434902	SAMEA2204942	PRJEB4681	Previously sequenced	2004	S	S		S	S	I	S		S			S
ERS357454	11658_5#74	ERR434812	SAMEA2204943	PRJEB4681	Previously sequenced	2004	S	S		R	S	R	S		S			S
ERS357455	11658_5#75	ERR434813	SAMEA2204944	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357457	11658_6#69	ERR434903	SAMEA2204946	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357458	11679_5#29	ERR435224	SAMEA2204947	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357459	11791_7#53	ERR439715	SAMEA2204948	PRJEB4681	Previously sequenced	2004	S	S		R	S	I	S		S			S
ERS357460	11657_6#43	ERR434397	SAMEA2204949	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357461	11791_7#54	ERR439716	SAMEA2204950	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357462	11658_6#70	ERR434904	SAMEA2204951	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			R
ERS357463	11791_6#20	ERR439647	SAMEA2204952	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357464	11679_5#30	ERR435225	SAMEA2204953	PRJEB4681	Previously sequenced	2002	S	S		S	S	S	S		S			S
ERS357465	11658_7#59	ERR434989	SAMEA2204954	PRJEB4681	Previously sequenced	2002	R	R		R	R	S	R		S			S
ERS357466	11658_8#66	ERR435069	SAMEA2204955	PRJEB4681	Previously sequenced	2002	S	S		R	S	S	S		S			S
ERS357467	11658_8#67	ERR435070	SAMEA2204956	PRJEB4681	Previously sequenced	2003	S	S		R	S	S	S		S			S
ERS357468	11658_8#68	ERR435071	SAMEA2204957	PRJEB4681	Previously sequenced	2003	S	S		R	S	S	S		S			R
ERS357469	11658_7#60	ERR434990	SAMEA2204958	PRJEB4681	Previously sequenced	2001	S			S	S	S	S		S			S
ERS357472	11658_5#76	ERR434814	SAMEA2204961	PRJEB4681	Previously sequenced	2002	S	S		S	S	S	S		S			S
ERS357473	11658_6#71	ERR434905	SAMEA2204962	PRJEB4681	Previously sequenced	2002	S	S		R	R	S	S		S			S
ERS357475	11679_8#44	ERR435527	SAMEA2204964	PRJEB4681	Previously sequenced	2002	S	S		S	S	S	S		S			S
ERS357476	11679_6#38	ERR435329	SAMEA2204965	PRJEB4681	Previously sequenced	2002	S	S		R	S	I	S		S			S
ERS357477	11658_5#77	ERR434815	SAMEA2204966	PRJEB4681	Previously sequenced	2002	S	S		R	R	R	S		S			I
ERS357478	11657_7#41	ERR434491	SAMEA2204967	PRJEB4681	Previously sequenced	2001	S			R	R	S	S		R			R
ERS357479	11658_6#72	ERR434906	SAMEA2204968	PRJEB4681	Previously sequenced	2002	S	S		R	S	S	S		S			S
ERS357480	11658_8#69	ERR435072	SAMEA2204969	PRJEB4681	Previously sequenced	2002	S	S		R	S	S	S		S			S
ERS357482	11791_7#55	ERR439717	SAMEA2204971	PRJEB4681	Previously sequenced	2003	R	R		R	R	R	R		S			R
ERS357483	11658_5#78	ERR434816	SAMEA2204972	PRJEB4681	Previously sequenced	2003	S	S		R	R	I	R		S			S
ERS357484	11658_5#79	ERR434817	SAMEA2204973	PRJEB4681	Previously sequenced	2003	S	S		S	S	S	S		S			S
ERS357485	11658_7#62	ERR434992	SAMEA2204974	PRJEB4681	Previously sequenced	2003	S	S		S	S	S	S		S			S
ERS357486	11679_4#29	ERR435128	SAMEA2204975	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	S		S			S
ERS357487	11658_8#70	ERR435073	SAMEA2204976	PRJEB4681	Previously sequenced	2003	S	S		R	S	S	S		S			S
ERS357488	11658_5#80	ERR434818	SAMEA2204977	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	S		S			S
ERS357489	11658_7#63	ERR434993	SAMEA2204978	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	S		S			S
ERS357490	11658_5#81	ERR434819	SAMEA2204979	PRJEB4681	Previously sequenced	2002	R	R		R	S	S	S		S			S
ERS357491	11658_8#71	ERR435074	SAMEA2204980	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357492	11658_8#72	ERR435075	SAMEA2204981	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357493	11658_8#73	ERR435076	SAMEA2204982	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			S
ERS357494	11658_5#82	ERR434820	SAMEA2204983	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	R		S			S
ERS357495	11658_8#74	ERR435077	SAMEA2204984	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357496	11658_8#75	ERR435078	SAMEA2204985	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		I			S
ERS357497	11658_6#73	ERR434907	SAMEA2204986	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			R
ERS357498	11658_8#76	ERR435079	SAMEA2204987	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357499	11791_7#56	ERR439718	SAMEA2204988	PRJEB4681	Previously sequenced	2005	S	S		R	R	R	S		S			S
ERS357500	11658_6#74	ERR434908	SAMEA2204989	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357501	11658_4#47	ERR434689	SAMEA2204990	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357502	11658_6#75	ERR434909	SAMEA2204991	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357503	11658_6#76	ERR434910	SAMEA2204992	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357504	11658_8#77	ERR435080	SAMEA2204993	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357505	11658_8#78	ERR435081	SAMEA2204994	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			R
ERS357506	11679_4#30	ERR435129	SAMEA2204995	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357507	11658_6#77	ERR434911	SAMEA2204996	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357508	11658_8#79	ERR435082	SAMEA2204997	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			I
ERS357509	11658_6#78	ERR434912	SAMEA2204998	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			R
ERS357510	11658_4#48	ERR434690	SAMEA2204999	PRJEB4681	Previously sequenced	2004	R	R		R	R	S	R		R			S
ERS357511	11791_7#57	ERR439719	SAMEA2205000	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			S
ERS357512	11657_7#42	ERR434492	SAMEA2205001	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357513	11657_7#43	ERR434493	SAMEA2205002	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357514	11658_8#80	ERR435083	SAMEA2205003	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357515	11658_8#81	ERR435084	SAMEA2205004	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357516	11658_8#82	ERR435085	SAMEA2205005	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357517	11679_7#28	ERR435415	SAMEA2205006	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357518	11658_4#49	ERR434691	SAMEA2205007	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357519	11657_5#46	ERR434304	SAMEA2205008	PRJEB4681	Previously sequenced	2004	R	R		R	R	S	R		S			R
ERS357520	11658_8#83	ERR435086	SAMEA2205009	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357521	11658_3#32	ERR434578	SAMEA2205010	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357522	11658_3#33	ERR434579	SAMEA2205011	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357523	11791_6#21	ERR439648	SAMEA2205012	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357525	11657_6#44	ERR434398	SAMEA2205014	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357526	11657_7#44	ERR434494	SAMEA2205015	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357527	11658_5#83	ERR434821	SAMEA2205016	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			S
ERS357528	11658_8#84	ERR435087	SAMEA2205017	PRJEB4681	Previously sequenced	2004	S	R		R	R	I	R		S			R
ERS357529	11658_6#79	ERR434913	SAMEA2205018	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	R		S			S
ERS357530	11658_8#85	ERR435088	SAMEA2205019	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			R
ERS357532	11658_8#86	ERR435089	SAMEA2205021	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357533	11658_6#80	ERR434914	SAMEA2205022	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357534	11658_6#81	ERR434915	SAMEA2205023	PRJEB4681	Previously sequenced	2004	S	R		R	R	S	R		S			R
ERS357535	11658_7#64	ERR434994	SAMEA2205024	PRJEB4681	Previously sequenced	2004	S	R		R	R	I	R		S			R
ERS357536	11658_8#87	ERR435090	SAMEA2205025	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357537	11791_7#58	ERR439720	SAMEA2205026	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	R		S			S
ERS357538	11658_6#82	ERR434916	SAMEA2205027	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			R
ERS357539	11658_5#84	ERR434822	SAMEA2205028	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357540	11791_7#59	ERR439721	SAMEA2205029	PRJEB4681	Previously sequenced	2004	S	S		R	R	R	R		S			R
ERS357541	11658_4#50	ERR434692	SAMEA2205030	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357542	11658_6#83	ERR434917	SAMEA2205031	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357543	11658_5#85	ERR434823	SAMEA2205032	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357544	11658_4#51	ERR434693	SAMEA2205033	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS357545	11658_4#52	ERR434694	SAMEA2205034	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	R		S			R
ERS357546	11658_5#86	ERR434824	SAMEA2205035	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357547	11658_6#84	ERR434918	SAMEA2205036	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357548	11658_8#88	ERR435091	SAMEA2205037	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357549	11658_8#89	ERR435092	SAMEA2205038	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			S
ERS357550	11657_5#47	ERR434305	SAMEA2205039	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357551	11658_8#90	ERR435093	SAMEA2205040	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357552	11791_7#60	ERR439722	SAMEA2205041	PRJEB4681	Previously sequenced	2004	R	R		R	R	S	R		R			R
ERS357553	11791_6#22	ERR439649	SAMEA2205042	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357554	11791_7#61	ERR439723	SAMEA2205043	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			S
ERS357555	11679_4#31	ERR435130	SAMEA2205044	PRJEB4681	Previously sequenced	2004	I	S		R	R	R	S		S			S
ERS357556	11658_6#85	ERR434919	SAMEA2205045	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357557	11657_6#45	ERR434399	SAMEA2205046	PRJEB4681	Previously sequenced	2005	S	S		R	R	R	S		S			S
ERS357558	11658_4#53	ERR434695	SAMEA2205047	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357559	11658_4#54	ERR434696	SAMEA2205048	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357560	11658_6#86	ERR434920	SAMEA2205049	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357561	11658_6#87	ERR434921	SAMEA2205050	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357562	11658_8#91	ERR435094	SAMEA2205051	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357563	11658_4#55	ERR434697	SAMEA2205052	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357564	11791_7#62	ERR439724	SAMEA2205053	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357565	11658_3#34	ERR434580	SAMEA2205054	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357566	11658_5#87	ERR434825	SAMEA2205055	PRJEB4681	Previously sequenced	2005	R	R		R	R	S	R		R			R
ERS357567	11658_5#88	ERR434826	SAMEA2205056	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357568	11657_5#48	ERR434306	SAMEA2205057	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357569	11658_6#88	ERR434922	SAMEA2205058	PRJEB4681	Previously sequenced	2005	R	R		R	R	R	R		S			R
ERS357570	11658_6#89	ERR434923	SAMEA2205059	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357571	11658_8#92	ERR435095	SAMEA2205060	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		R			R
ERS357572	11658_4#56	ERR434698	SAMEA2205061	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357573	11657_7#45	ERR434495	SAMEA2205062	PRJEB4681	Previously sequenced	2003	S	S		R	R	S	S		S			R
ERS357574	11679_6#39	ERR435330	SAMEA2205063	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357575	11658_4#57	ERR434699	SAMEA2205064	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357576	11679_8#45	ERR435528	SAMEA2205065	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357577	11679_5#31	ERR435226	SAMEA2205066	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	R		S			S
ERS357578	11791_3#38	ERR439570	SAMEA2205067	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357579	11679_4#32	ERR435131	SAMEA2205068	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		R			R
ERS357580	11658_4#58	ERR434700	SAMEA2205069	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		R			S
ERS357581	11679_8#46	ERR435529	SAMEA2205070	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357582	11679_6#40	ERR435331	SAMEA2205071	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357583	11679_5#32	ERR435227	SAMEA2205072	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357584	11791_3#39	ERR439571	SAMEA2205073	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357585	11791_3#40	ERR439572	SAMEA2205074	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357586	11679_8#47	ERR435530	SAMEA2205075	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		R			S
ERS357587	11658_3#35	ERR434581	SAMEA2205076	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357588	11658_3#36	ERR434582	SAMEA2205077	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			R
ERS357589	11791_6#23	ERR439650	SAMEA2205078	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357590	11679_8#48	ERR435531	SAMEA2205079	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357591	11657_5#49	ERR434307	SAMEA2205080	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357592	11679_4#33	ERR435132	SAMEA2205081	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357593	11679_6#41	ERR435332	SAMEA2205082	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357594	11679_7#29	ERR435416	SAMEA2205083	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357595	11679_4#34	ERR435133	SAMEA2205084	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			R
ERS357596	11791_3#41	ERR439573	SAMEA2205085	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357597	11679_6#42	ERR435333	SAMEA2205086	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357598	11657_7#46	ERR434496	SAMEA2205087	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357599	11679_5#33	ERR435228	SAMEA2205088	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			R
ERS357600	11679_8#49	ERR435532	SAMEA2205089	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357601	11679_4#35	ERR435134	SAMEA2205090	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			R
ERS357602	11679_7#30	ERR435417	SAMEA2205091	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357603	11679_7#31	ERR435418	SAMEA2205092	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	R		S			S
ERS357604	11679_7#32	ERR435419	SAMEA2205093	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357605	11679_5#34	ERR435229	SAMEA2205094	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357606	11657_6#46	ERR434400	SAMEA2205095	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357607	11791_3#42	ERR439574	SAMEA2205096	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357608	11679_6#43	ERR435334	SAMEA2205097	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357609	11657_6#47	ERR434401	SAMEA2205098	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357610	11679_4#36	ERR435135	SAMEA2205099	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357611	11657_5#50	ERR434308	SAMEA2205100	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357613	11679_5#35	ERR435230	SAMEA2205102	PRJEB4681	Previously sequenced	2005	I	S		R	R	I	R		S			R
ERS357614	11791_3#43	ERR439575	SAMEA2205103	PRJEB4681	Previously sequenced	2005	I	R		R	R	S	R		S			R
ERS357615	11679_6#44	ERR435335	SAMEA2205104	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357616	11658_3#37	ERR434583	SAMEA2205105	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357617	11679_7#34	ERR435421	SAMEA2205106	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357618	11679_4#37	ERR435136	SAMEA2205107	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357619	11679_8#50	ERR435533	SAMEA2205108	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357620	11791_3#44	ERR439576	SAMEA2205109	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357621	11658_5#89	ERR434827	SAMEA2205110	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357622	11893_8#71	ERR460494	SAMEA2205111	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357623	11657_7#47	ERR434497	SAMEA2205112	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			R
ERS357624	11657_5#51	ERR434309	SAMEA2205113	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357625	11658_3#38	ERR434584	SAMEA2205114	PRJEB4681	Previously sequenced	2005	R	R		R	R	S	R		R			R
ERS357626	11679_6#45	ERR435336	SAMEA2205115	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357627	11657_5#52	ERR434310	SAMEA2205116	PRJEB4681	Previously sequenced	2005	R	R		R	R	S	R		R			R
ERS357628	11679_6#46	ERR435337	SAMEA2205117	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	R		S			R
ERS357629	11658_5#90	ERR434828	SAMEA2205118	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357630	11679_6#47	ERR435338	SAMEA2205119	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	R		S			R
ERS357631	11791_3#45	ERR439577	SAMEA2205120	PRJEB4681	Previously sequenced	2005	S	S		S	S	S	S		S			S
ERS357632	11657_7#48	ERR434498	SAMEA2205121	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357633	11657_7#49	ERR434499	SAMEA2205122	PRJEB4681	Previously sequenced	2005	S	S		R	S	S	S		S			S
ERS357634	11658_4#59	ERR434701	SAMEA2205123	PRJEB4681	Previously sequenced	2005	I	R		R	S	S	R		S			S
ERS357635	11679_4#38	ERR435137	SAMEA2205124	PRJEB4681	Previously sequenced	2005	I	R		R	S	S	R		S			S
ERS357636	11658_3#39	ERR434585	SAMEA2205125	PRJEB4681	Previously sequenced	2005	I	R		R	S	S	R		S			S
ERS357637	11679_7#35	ERR435422	SAMEA2205126	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357638	11658_4#60	ERR434702	SAMEA2205127	PRJEB4681	Previously sequenced	2005	S	S		R	R	S	S		S			S
ERS357639	11679_8#52	ERR435534	SAMEA2205128	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357640	11657_7#50	ERR434500	SAMEA2205129	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357641	11679_7#36	ERR435423	SAMEA2205130	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357642	11657_5#53	ERR434311	SAMEA2205131	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357643	11679_6#48	ERR435339	SAMEA2205132	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357644	11791_3#46	ERR439578	SAMEA2205133	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357645	11791_3#47	ERR439579	SAMEA2205134	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357646	11679_4#39	ERR435138	SAMEA2205135	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	R		R			R
ERS357647	11658_4#61	ERR434703	SAMEA2205136	PRJEB4681	Previously sequenced	2006	R	R		R	R	R	R		S			R
ERS357648	11679_4#40	ERR435139	SAMEA2205137	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		I			R
ERS357649	11679_4#41	ERR435140	SAMEA2205138	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357650	11679_4#42	ERR435141	SAMEA2205139	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357651	11658_6#90	ERR434924	SAMEA2205140	PRJEB4681	Previously sequenced	2006	S	S		S	S	S	S		S			S
ERS357652	11658_7#65	ERR434995	SAMEA2205141	PRJEB4681	Previously sequenced	2006	R	R		R	R	S	R		R			R
ERS357653	11657_6#48	ERR434402	SAMEA2205142	PRJEB4681	Previously sequenced	2006	S	S		R	S	S	S		S			S
ERS357654	11791_3#48	ERR439580	SAMEA2205143	PRJEB4681	Previously sequenced	2006	S	S		R	R	S	S		S			S
ERS357655	11658_7#66	ERR434996	SAMEA2205144	PRJEB4681	Previously sequenced	2006	R	R		R	R	S	R		R			R
